"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","HBIPS-2 Measure Description","HBIPS-2 Overall Rate Per 1000","HBIPS-2 Overall Num","HBIPS-2 Overall Den","HBIPS-2 Overall Footnote","HBIPS-3 Measure Description","HBIPS-3 Overall Rate Per 1000","HBIPS-3 Overall Num","HBIPS-3 Overall Den","HBIPS-3 Overall Footnote","HBIPS-5 Measure Description","HBIPS-5 %","HBIPS-5 Denominator","HBIPS-5 Footnote","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-2/-2a Measure_Desc","TOB-2 %","TOB-2 Denominator","TOB-2 Footnote","TOB-2a %","TOB-2a Denominator","TOB-2a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","Start Date","End Date","FAPH Measure Description","FAPH-30 %","FAPH-30 Denominator","FAPH-30 Footnote","FAPH-7 %","FAPH-7 Denominator","FAPH-7 Footnote","FAPH Measure Start Date","FAPH Measure End Date","MedCont Measure Desc","MedCont %","MedCont Denominator","MedCont Footnote","MedCont Measure Start Date","MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date","IPFQR-HCP COVID-19 Measure Description","IPFQR-HCP COVID-19 %","IPFQR-HCP COVID-19 Denominator","IPFQR-HCP COVID-19 Footnote","IPFQR-HCP COVID-19 Start Date","IPFQR-HCP COVID-19 End Date"
510058,CAMDEN CLARK MEDICAL CENTER,800 GARFIELD AVE,PARKERSBURG,WV,26101,WOOD,Hours of physical-restraint use,0.09,11.2,5191,,Hours of seclusion use,0.00,0,5191,,Patients discharged on multiple antipsychotic medications with appropriate justification,76,42,,Screening for metabolic disorders (SMD),91,390,,Alcohol use brief intervention provided or offered,82,83,,85,80,,Alcohol and other drug use disorder treatment provided or offered at discharge,92,178,,88,178,,Tobacco use treatment provided or offered,69,355,,61,355,,Tobacco use treatment provided or offered at discharge,83,275,,5,275,,Transition record with specified elements received by discharged patients (TR1),70,564,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,85.7,56,,50,56,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,79,119,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,133,19.8,15.6,24.5,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),97,278,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),7.9,38,,10/01/2023,12/31/2023
510062,BECKLEY ARH HOSPITAL,306 STANAFORD ROAD,BECKLEY,WV,25801,RALEIGH,Hours of physical-restraint use,0.88,180.77,8513,,Hours of seclusion use,0.03,7,8513,,Patients discharged on multiple antipsychotic medications with appropriate justification,64,25,,Screening for metabolic disorders (SMD),97,356,,Alcohol use brief intervention provided or offered,90,41,,100,37,,Alcohol and other drug use disorder treatment provided or offered at discharge,90,60,,88,60,,Tobacco use treatment provided or offered,76,131,,79,109,,Tobacco use treatment provided or offered at discharge,79,68,,76,68,,Transition record with specified elements received by discharged patients (TR1),88,611,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,52.3,86,,26.7,86,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,77.4,146,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,328,18.2,14.9,21.7,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),99,248,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),11.7,71,,10/01/2023,12/31/2023
514001,HIGHLAND HOSPITAL,"300 56TH STREET, SE",CHARLESTON,WV,25304,KANAWHA,Hours of physical-restraint use,0.11,72,27009,,Hours of seclusion use,0.05,31.25,27009,,Patients discharged on multiple antipsychotic medications with appropriate justification,17,24,,Screening for metabolic disorders (SMD),96,461,,Alcohol use brief intervention provided or offered,100,13,,100,13,,Alcohol and other drug use disorder treatment provided or offered at discharge,98,100,,98,100,,Tobacco use treatment provided or offered,85,214,,83,214,,Tobacco use treatment provided or offered at discharge,0,201,,0,201,,Transition record with specified elements received by discharged patients (TR1),79,754,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,72.3,47,,42.6,47,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,74.7,99,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,124,14.6,11.1,19.2,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),91,413,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),45.4,244,,10/01/2023,12/31/2023
514008,RIVER PARK HOSPITAL,1230 SIXTH AVENUE,HUNTINGTON,WV,25701,CABELL,Hours of physical-restraint use,0.06,49.85,34934,,Hours of seclusion use,0.04,37.42,34934,,Patients discharged on multiple antipsychotic medications with appropriate justification,100,21,,Screening for metabolic disorders (SMD),100,240,,Alcohol use brief intervention provided or offered,100,12,,92,12,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,89,,100,89,,Tobacco use treatment provided or offered,100,122,,100,122,,Tobacco use treatment provided or offered at discharge,100,121,,2,121,,Transition record with specified elements received by discharged patients (TR1),100,574,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,29.4,17,,17.6,17,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,62,17.8,12.9,23.6,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),100,274,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),4.8,293,,10/01/2023,12/31/2023
514009,MILDRED MITCHELL-BATEMAN HOSPITAL,1530 NORWAY AVENUE,HUNTINGTON,WV,25705,CABELL,Hours of physical-restraint use,0.08,75.27,37058,,Hours of seclusion use,0.00,0,37058,,Patients discharged on multiple antipsychotic medications with appropriate justification,100,14,,Screening for metabolic disorders (SMD),99,389,,Alcohol use brief intervention provided or offered,100,82,,100,82,,Alcohol and other drug use disorder treatment provided or offered at discharge,94,229,,90,229,,Tobacco use treatment provided or offered,96,344,,82,344,,Tobacco use treatment provided or offered at discharge,82,288,,0,288,,Transition record with specified elements received by discharged patients (TR1),74,521,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,52.6,38,,34.2,38,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,76,17.7,13.0,23.5,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),95,244,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),1.8,296,,10/01/2023,12/31/2023
514011,"HIGHLAND-CLARKSBURG HOSPITAL, INC",3 HOSPITAL PLAZA,CLARKSBURG,WV,26301,HARRISON,Hours of physical-restraint use,0.01,5.35,24769,,Hours of seclusion use,0.00,0.22,24769,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),95,19,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),35,34,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,25,19,13.6,25.7,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),Not Available,Not Available,1,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),Not Available,Not Available,5,10/01/2023,12/31/2023
514012,"WILLIAM R SHARPE, JR HOSPITAL",936 SHARPE HOSPITAL ROAD,WESTON,WV,26452,LEWIS,Hours of physical-restraint use,0.29,490.15,71219,,Hours of seclusion use,0.00,0,71219,,Patients discharged on multiple antipsychotic medications with appropriate justification,96,26,,Screening for metabolic disorders (SMD),89,684,,Alcohol use brief intervention provided or offered,66,108,,93,75,,Alcohol and other drug use disorder treatment provided or offered at discharge,49,327,,35,327,,Tobacco use treatment provided or offered,91,384,,55,379,,Tobacco use treatment provided or offered at discharge,10,303,,6,303,,Transition record with specified elements received by discharged patients (TR1),60,936,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,68,50,,36,50,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,75,76,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,111,16.6,12.5,21.9,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),9,400,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),4.7,385,,10/01/2023,12/31/2023
520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WAUKESHA,WI,53188,WAUKESHA,Hours of physical-restraint use,0.00,0,2160,,Hours of seclusion use,0.00,0,2160,,Patients discharged on multiple antipsychotic medications with appropriate justification,93,14,,Screening for metabolic disorders (SMD),98,161,,Alcohol use brief intervention provided or offered,93,45,,95,44,,Alcohol and other drug use disorder treatment provided or offered at discharge,96,69,,96,69,,Tobacco use treatment provided or offered,52,63,,44,63,,Tobacco use treatment provided or offered at discharge,81,62,,60,62,,Transition record with specified elements received by discharged patients (TR1),86,374,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,70.4,27,,44.4,27,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,63,20.6,15.0,27.7,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),96,193,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),42.9,28,,10/01/2023,12/31/2023
520083,SSM HEALTH ST MARY'S HOSPITAL - MADISON,700 SOUTH PARK ST,MADISON,WI,53715,DANE,Hours of physical-restraint use,1.81,229.32,5278,,Hours of seclusion use,0.52,65.78,5278,,Patients discharged on multiple antipsychotic medications with appropriate justification,57,14,,Screening for metabolic disorders (SMD),66,249,,Alcohol use brief intervention provided or offered,46,113,,50,104,,Alcohol and other drug use disorder treatment provided or offered at discharge,53,129,,42,129,,Tobacco use treatment provided or offered,60,162,,51,157,,Tobacco use treatment provided or offered at discharge,34,143,,0,143,,Transition record with specified elements received by discharged patients (TR1),15,631,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,73.4,128,,46.9,128,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,91.6,166,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,289,17.1,13.8,21.2,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),94,310,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),7.7,35,,10/01/2023,12/31/2023
520089,UNITYPOINT HEALTH - MERITER,202 S PARK ST,MADISON,WI,53715,DANE,Hours of physical-restraint use,0.01,2.82,8175,,Hours of seclusion use,0.02,3.23,8175,,Patients discharged on multiple antipsychotic medications with appropriate justification,26,19,,Screening for metabolic disorders (SMD),83,144,,Alcohol use brief intervention provided or offered,31,110,,94,36,,Alcohol and other drug use disorder treatment provided or offered at discharge,55,88,,51,88,,Tobacco use treatment provided or offered,21,92,,6,84,,Tobacco use treatment provided or offered at discharge,9,76,,0,76,,Transition record with specified elements received by discharged patients (TR1),64,623,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,61.5,52,,44.2,52,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,89.6,77,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,130,17.8,13.5,23.1,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),93,310,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),3.2,104,,10/01/2023,12/31/2023
520116,WATERTOWN MEMORIAL HOSPITAL,125 HOSPITAL DRIVE,WATERTOWN,WI,53098,DODGE,Hours of physical-restraint use,0.00,0,3591,,Hours of seclusion use,0.00,0,3591,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),100,164,,Alcohol use brief intervention provided or offered,83,12,,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,90,31,,32,28,,Tobacco use treatment provided or offered at discharge,78,18,,0,18,,Transition record with specified elements received by discharged patients (TR1),100,225,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,77.9,68,,33.8,68,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,195,18.1,13.7,23.5,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),88,89,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,25,,10/01/2023,12/31/2023
521308,AMERY HOSPITAL & CLINIC,265 GRIFFIN STREET EAST,AMERY,WI,54001,POLK,Hours of physical-restraint use,0.76,36.5,1994,,Hours of seclusion use,0.08,3.75,1994,,Patients discharged on multiple antipsychotic medications with appropriate justification,92,12,,Screening for metabolic disorders (SMD),99,110,,Alcohol use brief intervention provided or offered,21,138,,33,78,,Alcohol and other drug use disorder treatment provided or offered at discharge,48,111,,48,111,,Tobacco use treatment provided or offered,39,127,,41,106,,Tobacco use treatment provided or offered at discharge,1,101,,1,101,,Transition record with specified elements received by discharged patients (TR1),44,314,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,48.4,31,,32.3,31,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,82,16.5,12.1,22.4,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),79,167,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),4.4,30,,10/01/2023,12/31/2023
521343,STOUGHTON HOSPITAL,900 RIDGE ST,STOUGHTON,WI,53589,DANE,Hours of physical-restraint use,0.00,0,1451,,Hours of seclusion use,0.00,0,1451,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),95,62,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),80,96,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,68.8,32,,21.9,32,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,75,18.7,13.2,25.7,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),100,54,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),23.8,21,,10/01/2023,12/31/2023
521354,SOUTHWEST HEALTH CENTER,1400 EAST SIDE RD,PLATTEVILLE,WI,53818,GRANT,Hours of physical-restraint use,0.01,0.28,1642,,Hours of seclusion use,0.03,1.17,1642,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),56,50,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),96,90,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,71.4,28,,28.6,28,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,88,18.1,12.9,25.0,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),93,45,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),4.4,23,,10/01/2023,12/31/2023
521359,TAMARACK HEALTH ASHLAND MEDICAL CENTER,1615 MAPLE LANE,ASHLAND,WI,54806,ASHLAND,Hours of physical-restraint use,0.10,7.18,2983,,Hours of seclusion use,0.00,0,2983,,Patients discharged on multiple antipsychotic medications with appropriate justification,79,33,,Screening for metabolic disorders (SMD),100,225,,Alcohol use brief intervention provided or offered,36,299,,96,111,,Alcohol and other drug use disorder treatment provided or offered at discharge,99,239,,99,239,,Tobacco use treatment provided or offered,98,263,,95,263,,Tobacco use treatment provided or offered at discharge,96,207,,83,207,,Transition record with specified elements received by discharged patients (TR1),100,442,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,76.9,65,,46.2,65,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,90,90,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,140,19.2,15.0,24.4,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),100,194,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),24.1,59,,10/01/2023,12/31/2023
524000,AURORA PSYCHIATRIC HOSPITAL,1220 DEWEY AVE,WAUWATOSA,WI,53213,MILWAUKEE,Hours of physical-restraint use,0.36,184.68,21163,,Hours of seclusion use,0.20,103.52,21163,,Patients discharged on multiple antipsychotic medications with appropriate justification,31,16,,Screening for metabolic disorders (SMD),68,310,,Alcohol use brief intervention provided or offered,99,267,,99,267,,Alcohol and other drug use disorder treatment provided or offered at discharge,99,442,,72,442,,Tobacco use treatment provided or offered,71,401,,67,305,,Tobacco use treatment provided or offered at discharge,43,281,,1,281,,Transition record with specified elements received by discharged patients (TR1),19,975,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,69.2,133,,40.6,133,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,86.7,210,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,322,17.6,14.3,21.0,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),94,435,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),2.3,916,,10/01/2023,12/31/2023
524002,WINNEBAGO MENTAL HEALTH INSTITUTE,4100 TREFFERT DR,WINNEBAGO,WI,54985,WINNEBAGO,Hours of physical-restraint use,2.63,3589.07,56820,,Hours of seclusion use,3.34,4548.77,56820,,Patients discharged on multiple antipsychotic medications with appropriate justification,41,169,,Screening for metabolic disorders (SMD),67,632,,Alcohol use brief intervention provided or offered,54,41,,53,30,,Alcohol and other drug use disorder treatment provided or offered at discharge,26,158,,24,158,,Tobacco use treatment provided or offered,77,324,,28,305,,Tobacco use treatment provided or offered at discharge,28,245,,4,245,,Transition record with specified elements received by discharged patients (TR1),13,847,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,50.8,313,,19.2,313,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,83.8,389,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,675,17.6,15.2,20.4,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),45,393,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),1.2,917,,10/01/2023,12/31/2023
524008,MENDOTA MENTAL HEALTH INSTITUTE,301 TROY DR,MADISON,WI,53704,DANE,Hours of physical-restraint use,0.16,375.27,100251,,Hours of seclusion use,0.64,1532.03,100251,,Patients discharged on multiple antipsychotic medications with appropriate justification,51,49,,Screening for metabolic disorders (SMD),88,337,,Alcohol use brief intervention provided or offered,13,23,,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,65,189,,7,177,,Tobacco use treatment provided or offered at discharge,75,68,,0,68,,Transition record with specified elements received by discharged patients (TR1),79,624,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,60.9,23,,17.4,23,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,63,17.2,12.1,24.1,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),42,218,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),3.3,1434,,10/01/2023,12/31/2023
524014,BROWN COUNTY COMMUNITY TREATMENT CTR,3150 GERSHWIN DRIVE,GREEN BAY,WI,54311,BROWN,Hours of physical-restraint use,0.02,1.23,3373,,Hours of seclusion use,0.51,41.6,3373,,Patients discharged on multiple antipsychotic medications with appropriate justification,20,76,,Screening for metabolic disorders (SMD),59,227,,Alcohol use brief intervention provided or offered,7,365,,78,27,,Alcohol and other drug use disorder treatment provided or offered at discharge,4,159,,1,159,,Tobacco use treatment provided or offered,46,392,,38,255,,Tobacco use treatment provided or offered at discharge,0,239,,0,239,,Transition record with specified elements received by discharged patients (TR1),0,619,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,46.3,54,,14.8,54,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,88.3,94,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,124,20.3,15.5,26.0,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),69,234,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),3.2,104,,10/01/2023,12/31/2023
524017,NORTH CENTRAL HEALTH CARE,1100 LAKEVIEW DR,WAUSAU,WI,54403,MARATHON,Hours of physical-restraint use,0.62,66.77,4522,,Hours of seclusion use,0.72,78.09,4522,,Patients discharged on multiple antipsychotic medications with appropriate justification,36,11,,Screening for metabolic disorders (SMD),24,187,,Alcohol use brief intervention provided or offered,55,182,,58,169,,Alcohol and other drug use disorder treatment provided or offered at discharge,70,167,,66,167,,Tobacco use treatment provided or offered,58,255,,65,222,,Tobacco use treatment provided or offered at discharge,3,199,,3,199,,Transition record with specified elements received by discharged patients (TR1),30,669,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,55.6,63,,30.2,63,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,84.8,79,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,143,16.4,12.4,21.4,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),71,327,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),1,128,,10/01/2023,12/31/2023
